"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_causa_mediata","Descripcio_torn","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud","Latitud"
"2021S004409    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0217 0223","Dijous","2021",8,"Agost","5","16","Altres","Tarda","428843.82","4582615.80","2.147765957","41.390079814"
"2021S001160    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0209 0209","Diumenge","2021",3,"Març","7","22","Gir indegut o sense precaució","Nit","429043.22","4582037.56","2.150218525","41.384889432"
"2021S001885    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",289105,"Rosselló","0106 0106","Dilluns","2021",4,"Abril","12","21","No determinada","Tarda","429057.17","4582373.99","2.150345934","41.387920772"
"2021S003740    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0143 0143","Dimarts","2021",7,"Juliol","6","09","Manca precaució efectuar marxa enrera","Matí","429303.07","4582457.64","2.153277007","41.38869584"
"2021S006166    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda","0187 0189","Divendres","2021",10,"Octubre","29","13","Desconegut","Matí","430156.80","4581941.56","2.163546863","41.384122294"
"2021S003491    ",2,"Eixample",10,"Sant Antoni",198804,"Paral·lel","0086 0086","Dijous","2021",6,"Juny","24","21","Manca precaució incorporació circulació","Tarda","430416.90","4580944.81","2.166771866","41.375167414"
"2021S004026    ",2,"Eixample",10,"Sant Antoni",87009,"Comte Borrell","0059 0059","Diumenge","2021",7,"Juliol","18","12","Manca d'atenció a la conducció","Matí","430039.37","4581210.37","2.162226997","41.377526483"
"2021S003579    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0184 0184","Dimarts","2021",6,"Juny","29","10","Altres","Matí","429157.89","4582341.29","2.151554321","41.387635136"
"2021S002959    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0145 0145","Divendres","2021",6,"Juny","4","08","Desconegut","Matí","429036.39","4582757.79","2.150052428","41.39137569"
"2021S000670    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0281B0281B","Dimarts","2021",2,"Febrer","9","19","Altres","Tarda","430139.53","4583466.02","2.163164403","41.397851113"
"2021S005963    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0281B0281B","Divendres","2021",10,"Octubre","22","21","Canvi de carril sense precaució","Tarda","430139.53","4583466.02","2.163164403","41.397851113"
"2021S004641    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0299 0299","Dissabte","2021",8,"Agost","21","17","Manca d'atenció a la conducció","Tarda","430262.74","4583586.79","2.164624244","41.398949549"
"2021S004175    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0341 0341","Dissabte","2021",7,"Juliol","24","14","Canvi de carril sense precaució","Tarda","430792.11","4583361.24","2.170982137","41.396963855"
"2021S004175    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0341 0341","Dissabte","2021",7,"Juliol","24","14","Gir indegut o sense precaució","Tarda","430792.11","4583361.24","2.170982137","41.396963855"
"2021S004089    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0210 0210","Dimarts","2021",7,"Juliol","20","21","Desconegut","Tarda","429056.41","4582444.45","2.150328589","41.388555314"
"2021S001638    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",191204,"Mallorca","0077 0077","Dilluns","2021",3,"Març","29","14","Desobeir semàfor","Tarda","429081.42","4582051.73","2.150673697","41.385020427"
"2021S000929    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0477 0479","Dimarts","2021",2,"Febrer","23","10","No respectar distàncies","Matí","428672.65","4582918.34","2.145683137","41.392789512"
"2021S007258    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0400 0400","Dimarts","2021",12,"Desembre","14","11","Manca d'atenció a la conducció","Matí","430368.98","4583521.24","2.165902583","41.398368374"
"2021S002084    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca","0212 0212","Dijous","2021",4,"Abril","22","11","Gir indegut o sense precaució","Matí","429766.02","4582692.57","2.158786474","41.390852356"
"2021S006463    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0130 0130","Dijous","2021",11,"Novembre","11","22","Avançament defectuós/improcedent","Nit","430540.89","4583823.40","2.167924192","41.401104708"
"2021S004259    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0186 0188","Dijous","2021",7,"Juliol","29","12","Altres","Matí","429718.65","4582264.82","2.158269583","41.386995613"
"2021S000478    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0056 0056","Divendres","2021",1,"Gener","29","17","Gir indegut o sense precaució","Tarda","429815.65","4582045.41","2.159455072","41.385027932"
"2021S002646    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0367 0367","Dimecres","2021",5,"Maig","19","20","No respectar distàncies","Tarda","430839.39","4583587.88","2.17152176","41.399009201"
"2021S002384    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0380 0380","Divendres","2021",5,"Maig","7","15","Desobeir altres senyals","Tarda","430932.58","4583647.89","2.172629611","41.399557707"
"2021S001093    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0236 0236","Dimecres","2021",3,"Març","3","19","No respectar distàncies","Tarda","428927.48","4582575.86","2.14877121","41.389727489"
"2021S000022    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0238 0238","Dissabte","2021",1,"Gener","2","22","Altres","Nit","428919.22","4582584.50","2.148671407","41.389804576"
"2021S003016    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0443 0443","Diumenge","2021",6,"Juny","6","11","No respectar distàncies","Matí","428980.03","4583017.63","2.149347868","41.393710999"
"2021S004893    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0443 0443","Dilluns","2021",9,"Setembre","6","13","Manca precaució incorporació circulació","Matí","428980.03","4583017.63","2.149347868","41.393710999"
"2021S000587    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0184 0196","Divendres","2021",2,"Febrer","5","09","Gir indegut o sense precaució","Matí","429103.45","4582778.72","2.150852022","41.391570116"
"2021S000254    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0203 0203","Dissabte","2021",1,"Gener","16","19","Altres","Tarda","428897.61","4582953.88","2.148369569","41.393129539"
"2021S005205    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0359 0359","Diumenge","2021",9,"Setembre","19","14","Manca d'atenció a la conducció","Tarda","430671.28","4583806.92","2.169485801","41.400967538"
"2021S006140    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0365 0365","Divendres","2021",10,"Octubre","29","12","Altres","Matí","430725.58","4583851.47","2.170130234","41.401373468"
"2021S000843    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0325 0325","Dijous","2021",2,"Febrer","18","10","No determinada","Matí","430472.35","4583604.66","2.167129454","41.399128661"
"2021S005091    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0262 0262","Dimarts","2021",9,"Setembre","14","20","Avançament defectuós/improcedent","Tarda","430203.43","4583497.79","2.16392507","41.398142807"
"2021S001721    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0139 0139","Dissabte","2021",4,"Abril","3","15","Altres","Tarda","429379.13","4583035.52","2.154119241","41.393907292"
"2021S003081    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0357 0357","Dimarts","2021",6,"Juny","8","18","Manca d'atenció a la conducció","Tarda","430238.24","4583426.84","2.164349625","41.397506806"
"2021S006829    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0415 0415","Divendres","2021",11,"Novembre","26","16","No determinada","Tarda","429374.89","4583146.43","2.154055586","41.394905847"
"2021S006829    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0415 0415","Divendres","2021",11,"Novembre","26","16","Manca d'atenció a la conducció","Tarda","429374.89","4583146.43","2.154055586","41.394905847"
"2021S001642    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0417 0417","Dimarts","2021",3,"Març","30","11","No determinada","Matí","429366.40","4583143.68","2.15395436","41.394880332"
"2021S003983    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0421 0421","Divendres","2021",7,"Juliol","16","10","Manca d'atenció a la conducció","Matí","429332.83","4583132.80","2.153554107","41.394779389"
"2021S004947    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2021",9,"Setembre","8","18","Desobeir semàfor","Tarda","429284.09","4583117.06","2.152972979","41.394633338"
"2021S003973    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0185 0185","Dijous","2021",7,"Juliol","15","23","Gir indegut o sense precaució","Nit","429742.65","4582333.21","2.158548672","41.387613677"
"2021S006379    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0187 0187","Dilluns","2021",11,"Novembre","8","16","Manca d'atenció a la conducció","Tarda","429748.98","4582339.33","2.158623665","41.387669351"
"2021S004489    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0187 0187","Dimecres","2021",8,"Agost","11","20","No respectar distàncies","Tarda","429748.98","4582339.33","2.158623665","41.387669351"
"2021S006485    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0189 0189","Divendres","2021",11,"Novembre","12","17","Avançament defectuós/improcedent","Tarda","429757.30","4582347.38","2.158722234","41.387742581"
"2021S000977    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90502,"Còrsega","0203 0205","Dijous","2021",2,"Febrer","25","10","No respectat pas de vianants","Matí","429142.07","4582673.78","2.151326207","41.390628364"
"2021S001540    ",2,"Eixample",7,"la Dreta de l'Eixample",286504,"Roger de Flor","0163 0163","Dijous","2021",3,"Març","25","13","Canvi de carril sense precaució","Matí","430989.71","4583489.98","2.173330992","41.398140369"
"2021S006552    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0061 0061","Dimarts","2021",11,"Novembre","16","08","Desobeir semàfor","Matí","429993.29","4582588.19","2.161516708","41.389932064"
"2021S000900    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0063 0063","Diumenge","2021",2,"Febrer","21","14","No respectar distàncies","Tarda","429988.70","4582602.33","2.161460177","41.390059018"
"2021S006598    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0375 0375","Dimecres","2021",11,"Novembre","17","15","Manca d'atenció a la conducció","Tarda","430979.98","4583547.75","2.173208018","41.398659849"
"2021S003015    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0389 0389","Dissabte","2021",6,"Juny","5","13","Canvi de carril sense precaució","Matí","431029.86","4583593.91","2.173799398","41.399079881"
"2021S000927    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0079B0079B","Dimarts","2021",2,"Febrer","23","08","No determinada","Matí","429902.58","4582690.31","2.160420002","41.39084392"
"2021S000310    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100800,"Diputació","0207 0207","Dimecres","2021",1,"Gener","20","17","Gir indegut o sense precaució","Tarda","429988.78","4582192.72","2.1615085","41.3863698"
"2021S000797    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0577 0577","Dilluns","2021",2,"Febrer","15","14","No respectar distàncies","Tarda","430052.27","4582067.99","2.162282201","41.385251923"
"2021S003655    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0191 0191","Divendres","2021",7,"Juliol","2","14","Canvi de carril sense precaució","Tarda","429103.18","4582934.31","2.15083057","41.392971437"
"2021S005960    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","9999 9999","Divendres","2021",10,"Octubre","22","19","Altres","Tarda","429171.08","4583079.42","2.151625702","41.394284377"
"2021S002564    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca","0133 0133","Diumenge","2021",5,"Maig","16","09","Manca precaució incorporació circulació","Matí","429395.89","4582360.03","2.154398484","41.387824857"
"2021S004161    ",2,"Eixample",7,"la Dreta de l'Eixample",286504,"Roger de Flor","0165 0165","Divendres","2021",7,"Juliol","23","19","Manca d'atenció a la conducció","Tarda","430947.99","4583529.61","2.172827439","41.39849372"
"2021S005926    ",2,"Eixample",7,"la Dreta de l'Eixample",286504,"Roger de Flor","0165 0165","Dijous","2021",10,"Octubre","21","16","Desobeir altres senyals","Tarda","430947.99","4583529.61","2.172827439","41.39849372"
"2021S002012    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0336 0336","Diumenge","2021",4,"Abril","18","12","Gir indegut o sense precaució","Matí","430583.69","4583307.18","2.168495383","41.396458979"
"2021S001500    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0581 0581","Dimarts","2021",3,"Març","23","16","No respectar distàncies","Tarda","430073.01","4582088.29","2.162527888","41.385436562"
"2021S002982    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583","Dissabte","2021",6,"Juny","5","01","Manca d'atenció a la conducció","Nit","430080.36","4582095.48","2.162614957","41.38550196"
"2021S002966    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583","Divendres","2021",6,"Juny","4","09","Desobeir altres senyals","Matí","430080.36","4582095.48","2.162614957","41.38550196"
"2021S006495    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Divendres","2021",11,"Novembre","12","18","No cedir la dreta","Tarda","429423.13","4583162.06","2.154630752","41.395050858"
"2021S003243    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0352 0352","Dimarts","2021",6,"Juny","15","11","Altres","Matí","430678.56","4583400.21","2.169619477","41.39730506"
"2021S002619    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0143 0143","Dimarts","2021",5,"Maig","18","20","Desobeir semàfor","Tarda","429520.95","4582297.93","2.155901367","41.387276517"
"2021S005664    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0180B0180B","Dissabte","2021",10,"Octubre","9","21","Manca d'atenció a la conducció","Tarda","429295.98","4582981.32","2.153131049","41.393411821"
"2021S001428    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0090 0090","Dissabte","2021",3,"Març","20","11","No determinada","Matí","429664.31","4581823.81","2.157670938","41.383018827"
"2021S002731    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0059 0059","Dimarts","2021",5,"Maig","25","00","Desobeir semàfor","Nit","430181.98","4582892.43","2.163738332","41.392688665"
"2021S005529    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0061 0061","Dilluns","2021",10,"Octubre","4","13","Manca d'atenció a la conducció","Matí","430144.94","4582933.04","2.163290632","41.393051208"
"2021S000561    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0479 0483","Dimecres","2021",2,"Febrer","3","21","Desobeir semàfor","Tarda","431430.80","4584164.94","2.178530573","41.404257284"
"2021S004676    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0013 0013","Dimarts","2021",8,"Agost","24","11","Gir indegut o sense precaució","Matí","430028.51","4582178.88","2.161985241","41.386248606"
"2021S002690    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0013 0013","Divendres","2021",5,"Maig","21","14","Canvi de carril sense precaució","Tarda","430028.51","4582178.88","2.161985241","41.386248606"
"2021S000144    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0269B0269B","Dilluns","2021",1,"Gener","11","13","Avançament defectuós/improcedent","Matí","431381.68","4584433.83","2.177912469","41.406674899"
"2021S003900    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0561 0561","Dimarts","2021",7,"Juliol","13","16","No respectar distàncies","Tarda","429945.62","4581963.53","2.161018855","41.384301799"
"2021S004949    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0166 0166","Dimecres","2021",9,"Setembre","8","17","Manca precaució incorporació circulació","Tarda","429614.51","4582169.94","2.157035166","41.386131949"
"2021S002096    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0031 0031","Divendres","2021",4,"Abril","23","06","No determinada","Matí","429933.62","4582275.95","2.160839197","41.387114621"
"2021S000153    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0130 0130","Dilluns","2021",1,"Gener","11","19","Manca d'atenció a la conducció","Tarda","429487.25","4582044.98","2.155527793","41.384995325"
"2021S006529    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0157 0157","Dilluns","2021",11,"Novembre","15","01","No determinada","Nit","429484.76","4582073.23","2.155494725","41.385249545"
"2021S002030    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0160 0160","Dilluns","2021",4,"Abril","19","13","Manca d'atenció a la conducció","Matí","429305.46","4582603.03","2.153288613","41.390005528"
"2021S005510    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0182 0182","Diumenge","2021",10,"Octubre","3","11","Gir indegut o sense precaució","Matí","429197.75","4582301.06","2.152035729","41.387276309"
"2021S005822    ",2,"Eixample",6,"la Sagrada Família",89004,"Consell de Cent","0515 0515","Diumenge","2021",10,"Octubre","17","11","Manca precaució incorporació circulació","Matí","431567.30","4583924.50","2.180190662","41.402103352"
"2021S003384    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Diumenge","2021",6,"Juny","20","17","Canvi de carril sense precaució","Tarda","429142.10","4583070.28","2.151280152","41.394199502"
"2021S005927    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0433 0433","Dijous","2021",10,"Octubre","21","18","Desobeir altres senyals","Tarda","429142.10","4583070.28","2.151280152","41.394199502"
"2021S004974    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0236 0236","Dijous","2021",9,"Setembre","9","17","Desconegut","Tarda","429673.85","4582789.06","2.157672907","41.39171335"
"2021S004055    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0439B0439B","Dilluns","2021",7,"Juliol","19","07","No determinada","Matí","431364.98","4584301.34","2.17772772","41.405480177"
"2021S000811    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0439B0439B","Dimarts","2021",2,"Febrer","16","11","Manca d'atenció a la conducció","Matí","431364.98","4584301.34","2.17772772","41.405480177"
"2021S003755    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0121 0121","Dimarts","2021",7,"Juliol","6","16","Altres","Tarda","429459.22","4582566.09","2.15513187","41.389686329"
"2021S005462    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0169 0169","Divendres","2021",10,"Octubre","1","16","No respectar distàncies","Tarda","429179.00","4582902.11","2.151741177","41.392688106"
"2021S005676    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant","0258 0258","Diumenge","2021",10,"Octubre","10","21","No determinada","Tarda","431398.84","4584077.09","2.178158211","41.403463318"
"2021S005030    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0436B0436B","Diumenge","2021",9,"Setembre","12","14","Altres","Tarda","431305.53","4584199.54","2.177028092","41.404558215"
"2021S000041    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0224X0224X","Diumenge","2021",1,"Gener","3","21","No determinada","Tarda","429935.09","4582481.94","2.160832939","41.388970034"
"2021S000261    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100800,"Diputació","0209 0209","Diumenge","2021",1,"Gener","17","19","Canvi de carril sense precaució","Tarda","430029.25","4582232.46","2.161987899","41.386731249"
"2021S004228    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100800,"Diputació","0209 0209","Dimarts","2021",7,"Juliol","27","20","No determinada","Tarda","430029.25","4582232.46","2.161987899","41.386731249"
"2021S006532    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0452 0452","Dilluns","2021",11,"Novembre","15","10","Canvi de carril sense precaució","Matí","431362.23","4584251.08","2.177700525","41.405027266"
"2021S000255    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525","Dissabte","2021",1,"Gener","16","14","No determinada","Tarda","429743.17","4581765.09","2.158620806","41.382496849"
"2021S002837    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dissabte","2021",5,"Maig","29","17","No respectar distàncies","Tarda","429790.86","4581812.21","2.159185646","41.38292541"
"2021S003212    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537","Dilluns","2021",6,"Juny","14","08","Manca d'atenció a la conducció","Matí","429790.86","4581812.21","2.159185646","41.38292541"
"2021S001151    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0109 0109","Diumenge","2021",3,"Març","7","10","Manca d'atenció a la conducció","Matí","429509.04","4582518.90","2.155733203","41.389265675"
"2021S004631    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0219 0223","Divendres","2021",8,"Agost","20","21","Altres","Tarda","429942.26","4582708.49","2.160892473","41.391011121"
"2021S000696    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0237 0237","Dimecres","2021",2,"Febrer","10","15","Manca d'atenció a la conducció","Tarda","430025.08","4582789.86","2.161873602","41.391751207"
"2021S003628    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0185 0185","Dijous","2021",7,"Juliol","1","14","Desobeir semàfor","Tarda","429244.49","4582968.30","2.152516724","41.393290024"
"2021S004490    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0121 0121","Dimecres","2021",8,"Agost","11","21","Manca d'atenció a la conducció","Tarda","429493.08","4582726.91","2.155518099","41.391137751"
"2021S000012    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0592 0592","Dissabte","2021",1,"Gener","2","13","Manca d'atenció a la conducció","Matí","430250.16","4582188.77","2.164634864","41.386356942"
"2021S004757    ",2,"Eixample",6,"la Sagrada Família",289105,"Rosselló","0473 0473","Diumenge","2021",8,"Agost","29","02","Desobeir semàfor","Nit","431155.43","4584469.99","2.175201723","41.406981225"
"2021S002190    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0253 0253","Dimarts","2021",4,"Abril","27","15","Desobeir semàfor","Tarda","431624.30","4584562.87","2.18080035","41.407857808"
"2021S007631    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0061 0061","Dimecres","2021",12,"Desembre","29","14","Gir indegut o sense precaució","Tarda","430167.50","4582680.02","2.16358965","41.390774299"
"2021S000009    ",2,"Eixample",7,"la Dreta de l'Eixample",74506,"Catalunya","0061 0061","Dissabte","2021",1,"Gener","2","11","No determinada","Matí","430167.50","4582680.02","2.16358965","41.390774299"
"2021S005192    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0249 0249","Dissabte","2021",9,"Setembre","18","17","Altres","Tarda","430136.33","4582898.94","2.163191588","41.392743332"
"2021S005542    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0362 0362","Dilluns","2021",10,"Octubre","4","19","Gir indegut o sense precaució","Tarda","430842.39","4583365.83","2.171583022","41.397009524"
"2021S000841    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0370 0370","Dimecres","2021",2,"Febrer","17","22","No respectar distàncies","Nit","430865.31","4583386.16","2.171854851","41.397194602"
"2021S005074    ",2,"Eixample",6,"la Sagrada Família",178308,"Lepant","0238 0242","Dimarts","2021",9,"Setembre","14","05","Desobeir semàfor","Nit","431496.50","4583977.60","2.179337727","41.402575574"
"2021S000756    ",2,"Eixample",6,"la Sagrada Família",197302,"Marina","0211X0211X","Dissabte","2021",2,"Febrer","13","11","No respectar distàncies","Matí","431387.75","4583871.98","2.178048809","41.401615009"
"2021S000906    ",2,"Eixample",6,"la Sagrada Família",191204,"Mallorca","0494 0494","Dilluns","2021",2,"Febrer","22","06","Desobeir semàfor","Matí","431543.25","4584431.54","2.179845593","41.406668057"
"2021S006861    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0634 0634","Diumenge","2021",11,"Novembre","28","06","Desobeir semàfor","Matí","430615.98","4582547.21","2.168968723","41.389616956"
"2021S007488    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0648 0648","Dimecres","2021",12,"Desembre","22","18","Gir indegut o sense precaució","Tarda","430692.29","4582621.69","2.169872853","41.390294357"
"2021S007019    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0650 0650","Divendres","2021",12,"Desembre","3","14","No respectar distàncies","Tarda","430729.86","4582658.46","2.170317982","41.390628772"
"2021S003560    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0508 0508","Dilluns","2021",6,"Juny","28","15","Gir indegut o sense precaució","Tarda","431393.55","4584461.73","2.178051305","41.406927199"
"2021S005961    ",2,"Eixample",7,"la Dreta de l'Eixample",89004,"Consell de Cent","0298 0298","Divendres","2021",10,"Octubre","22","21","No determinada","Tarda","430281.19","4582636.56","2.164954394","41.390392737"
"2021S003834    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0361B0361B","Divendres","2021",7,"Juliol","9","18","Desobeir altres senyals","Tarda","430142.33","4583396.68","2.1632059","41.397226834"
"2021S005388    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0367 0367","Dimarts","2021",9,"Setembre","28","16","Desobeir altres senyals","Tarda","430097.06","4583381.39","2.162666181","41.397085186"
"2021S001533    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0371 0371","Dimecres","2021",3,"Març","24","14","Manca d'atenció a la conducció","Tarda","429996.52","4583348.95","2.161467353","41.396784259"
"2021S007074    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0385 0385","Diumenge","2021",12,"Desembre","5","16","Avançament defectuós/improcedent","Tarda","429893.52","4583312.22","2.16023961","41.396444466"
"2021S004506    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0432 0432","Dijous","2021",8,"Agost","12","14","Avançament defectuós/improcedent","Tarda","430022.90","4583409.26","2.161775915","41.397329748"
"2021S000331    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0387 0387","Dijous","2021",1,"Gener","21","22","Avançament defectuós/improcedent","Nit","429809.14","4583287.66","2.159233182","41.396215898"
